#chrom	start	end	H3K9me3_RPKM	H3K36me3_RPKM	H3K4me1_RPKM	POU5F1_RPKM	H3K27me3_RPKM	NANOG_RPKM	CTCF_RPKM	H3K4me3_RPKM	strength	border_fpkm	size	E1	interaction	border_fpkm	inner_fpkm
chr1	4480000	4800000	0.6729586876590321	3.0817673400886623	3.1831834198860047	0.7807470807888044	3.278561477735377	0.99348442431919	0.8805038167938931	2.84347391070298	0.2438497620331571	35.08833333333332	320000	0.25287	0.004018933533333334	34.372499999999995	30.949375
chr1	4840000	6200000	0.23345624367674275	3.4381939043800136	2.5424680185070883	0.8427238075262196	0.22265045748987888	1.005762644046884	0.841191856878471	2.932616884639116	0.9789332751536128	91.23166666666665	1360000	0.07829	0.0009612799	84.54249999999999	19.03833333
chr1	6240000	9520000	0.43577409348093377	1.5207247343173396	1.2132574594095948	0.6189811236162365	0.3603194532595326	0.7087518425584254	0.7780332103321029	2.7030583019680234	0.3510447112930777	31.853333333333335	3280000	-0.02723	0.000281248	37.8875	15.26533333
chr1	9560000	10160000	1.1049242435045328	1.5092926374337816	0.4630182392749232	0.7170299093584456	0.6229388567975825	0.7856587480362531	0.7740211889346669	0.4546012525679754	0.9610994013042912	0.21555555555555564	600000	0.65281	0.0014826565333333336	0.24166666666666667	12.108125
chr1	10200000	11600000	0.6464731492857134	1.2519415002977938	0.6229316384752824	0.6764964526503879	0.8606711858248953	0.715203404407385	0.7065455628350207	1.5318820905300763	0.3955642096310303	18.353333333333303	1400000	0.21647	0.0007933788333333333	18.42	5.621428571
chr1	11640000	12880000	0.5726100332541553	0.4467414542755351	0.4277023408551058	0.6925989958432306	0.5978213426365788	0.732837743467933	0.6332173396674584	0.3366283764845605	0.25741607034343394	0.0	1240000	0.09494	0.0018368416	0.0	0.755
chr1	12920000	13680000	0.7400196963755189	0.4344768465116285	0.3338629110465112	0.7067025738372095	0.6636077664884128	0.7381625825581392	0.8559714795008913	0.31138480930232537	1.5829925472429434	0.0	760000	0.62627	0.0011485338999999998	0.0	3.984230769
chr1	13720000	14920000	0.6070067538787012	0.3436812743300429	0.2007172933709448	0.5113614056549333	0.4823958152327217	0.5220882308136171	0.5216676283900745	0.2714224929478133	0.4754947755229973	0.0	1200000	0.13217	0.0015993519333333333	0.0	1.602857143
chr1	14960000	16080000	1.81197379984544	1.8439769277258533	1.4327730884735206	0.7823175937694706	1.2483777570093464	0.8068360448598132	0.773009345794393	4.4394068467289785	0.1398076361028408	0.0	1120000	0.02253	0.0008207870000000002	0.0	15.68166667
chr1	16120000	17080000	0.6621957386569862	0.8308482365396241	1.3534988148820324	0.8295344029038121	1.795222460634549	1.0535395983061109	0.7646134301270413	1.3883520757931838	0.13072225601865065	6.83666666666667	960000	0.07699	0.0012297170333333335	6.16	24.59
chr1	17120000	18160000	0.6460089972283805	0.28379505321637505	0.273591177192982	0.5799448614035084	0.7295464385964915	0.6022971298245613	0.7265754385964913	0.4978300789473686	1.120312462705476	0.03	1040000	-0.09939	0.0012587787	0.04	0.3338888889
chr1	18200000	19040000	0.7514652739884391	0.231127876878613	0.13046098081264118	0.5310149855491332	0.3805034381502884	0.543030106094808	0.5509526011560693	0.21733486589595327	0.5685360446604295	0.005	840000	-0.28349	0.001454376433333333	0.0	.
chr1	19080000	20560000	1.4854164382493982	0.3448947877697852	0.6909736636690642	0.669898447242206	2.5256657751798586	0.6392236942446038	0.5932877697841733	0.6646563920863294	1.4373766117283775	0.005	1480000	-0.30795	0.0005758701000000001	0.0	0.3375
chr1	20600000	21240000	0.6309049607721031	0.9327633611457032	1.9939969259028607	0.7853529252801996	0.6749877945205469	0.7978583985056044	0.8017708210277608	1.0189913661270211	0.250654639541817	0.8933333333333343	640000	0.30564	0.0015262899666666668	1.2225000000000001	12.57944444
chr1	21280000	22520000	0.5135514463768108	0.2828256486175121	0.3977125973502289	0.6249491843478253	0.9682906998847922	0.7379956510144926	0.5931130434782608	1.3032864861751132	0.4625439150720401	0.01666666666666665	1240000	-0.22625	0.0007715203666666667	0.03	0.405
chr1	22560000	23120000	0.4365566343784986	0.18854467245240766	0.15041028443449053	0.503623185330347	0.5365429496080619	0.5114642430011195	0.5032239641657335	0.2025149496080625	0.30643859808653484	0.0	560000	-0.28200	0.002867925133333333	0.0	0.775
chr1	23160000	23640000	0.6492466572398181	0.2902206940063096	0.15248136312217206	0.5470077126696827	0.5171090479495261	0.5446863450226241	0.6132760180995476	0.2349572494343889	0.16064951061744756	0.0	480000	-0.19969	0.002443360666666667	0.0	1.11
chr1	23680000	24280000	0.8428921462686562	0.3113524447761199	0.2537771228273457	0.6191717977983769	0.9472427786790276	0.5938660533024328	0.9359965237543444	0.3335862259559669	1.1033605326338871	0.0	600000	-0.01524	0.0023838528333333334	0.0	9.171428571
chr1	24320000	25880000	0.6334201835962135	0.28648334258675123	0.2467474419580415	0.513642435331229	0.5149801949526805	0.508816758359621	0.5781690851735021	0.2602273167832164	0.828146421560775	0.0	1560000	-0.27964	0.0006553619333333334	0.0	747.37825
chr1	25920000	30680000	1.3132853849033057	0.39270698627573375	0.07024720898315652	0.41903513100436657	0.3027246993137868	0.4561658140985646	0.478323144104803	0.24130329444790946	1.1438691105256176	0.0	4760000	-0.39628	0.00014545943333333335	0.0	3.4725
chr1	30720000	31160000	1.3562462589350834	0.4910676571845378	0.25754003938730874	0.5262604634994202	0.3756541123267694	0.5776557694090381	0.5037242888402625	0.3058122851932892	0.07259762140909187	0.0	440000	-0.09840	0.004630110333333334	0.0	21.085
chr1	31200000	33600000	1.175288675628288	1.9395299523510952	1.2147007749216308	0.7987879059561133	0.5577311940385731	0.8085759673981191	0.7745379310344833	1.2009388564263306	1.9522976756731547	3.905555555555566	2400000	-0.28584	0.00025928420000000005	12.71	4.199090909
chr1	33640000	34440000	0.518104376020087	2.2904347342786644	1.7330580709353387	0.7726163490269929	2.459529570621468	0.9391826917765226	0.9508779284833532	2.807811521657257	0.2804713715599554	11.123333333333333	800000	0.75040	0.0012243643	15.396250000000002	11.38428571
chr1	34480000	36280000	0.540879681846153	0.8706210333543113	2.1888915833857747	0.8279633492762758	2.2089753656387674	0.9670069339207052	0.962872615384616	3.2085976865953434	1.0591670031083829	3.71	1800000	0.62098	0.0005167739666666666	4.075	5.73
chr1	36320000	38080000	0.3913955727728979	6.0214888488080245	1.4062924910179662	0.9142447578419076	0.5086086725219571	1.0477046223337536	0.9775407779171892	0.5539497131736518	0.9476162910534308	4.163333333333325	1760000	1.01762	0.0005655214666666666	5.553333333333334	17.505
chr1	38120000	38920000	0.6932565630826597	0.8995816703980085	1.4842537195273602	0.8232277767412944	1.1061054916096964	0.8619978893034829	1.022878806712242	2.64680420708956	0.2921592455024628	13.281666666666682	800000	0.67502	0.0017424215666666666	25.49	5.200833333
chr1	38960000	39560000	0.5256371013597029	1.4692430006180466	1.4563539993819492	0.7653909004944369	0.9012713665018532	0.8038755279279274	0.7308207663782442	2.0424516823238568	0.5297932780320482	43.64666666666665	600000	0.83794	0.0021030666333333335	40.660000000000004	176.5165
chr1	39600000	40800000	0.7523724377906981	0.3633014222891574	1.2514999512048206	0.7529895060240971	1.1109276710843383	0.922913804819278	0.9671891566265056	0.6357352156626501	0.7771014826928668	0.0266666666666667	1200000	0.41400	0.0006811163666666666	0.02	3.166666667
chr1	40840000	42840000	0.6911343968066229	1.3996760053097328	1.1789285805309746	0.7213339864306795	1.1028968160851589	0.6714466469544648	0.9678876404494386	1.5411311480825955	0.5518465408986591	21.535	2000000	-0.12490	0.0008478488333333333	0.0	0.21
chr1	42880000	43080000	0.4920664363852548	2.2792076013724234	2.227520486587645	0.8626203961322527	0.7891508752339355	0.9519571603243931	0.841650655021833	3.0925298442330624	0.4199369820359979	43.07	200000	0.30240	0.0076495543	40.02	14.28
chr1	43120000	44120000	0.94286391539866	1.3573418183520565	0.5861944443091897	0.7775471527693243	1.4200173329275716	0.7847233390139993	0.9852489348752268	2.0329411154806505	1.6698618412735795	18.88833333333335	1000000	0.41390	0.0007726280333333334	18.189999999999998	33.7965
chr1	44160000	45800000	0.743501398681055	4.878930550959239	0.9850417032374108	0.6898844227642281	0.6247087578397199	0.7666150407673858	1.0037949640287764	0.5491152880371655	1.2590734670938393	37.43166666666665	1640000	-0.12210	0.0011747912	67.38499999999999	7.790416667
chr1	45840000	47200000	1.3463040115384608	0.4466158653846158	0.6888266092485541	0.6480231560693638	0.4602920982658952	0.613911016184971	0.6680427745664737	0.3240006032051277	0.09472759232601677	2.19	1360000	-0.17484	0.0007306736333333332	1.585	1.7915
chr1	47240000	51400000	0.7233803135650982	0.4572239700068178	0.7723116155419225	0.5933524955691883	0.5614215214723917	0.7868581949556914	0.6280817995910021	0.44489975732787934	0.11629549831101768	0.0	4160000	-0.37391	0.00015855009999999998	0.0	0.124375
chr1	51440000	51600000	0.5005148020643584	1.8060304202898536	1.381461242865818	0.8249401463266561	0.9083098791742571	0.8971410309653934	1.1078105646630212	2.387201525519854	0.3921496111973286	20.29333333333335	160000	0.16773	0.009746403166666666	19.395000000000007	13.04833333
chr1	51640000	53000000	0.6429668441410691	0.36161458450233896	0.3982584595858377	0.6501538373151315	0.5970849186575643	0.679192789533561	0.7187975951903813	0.2749099405477617	0.0744893448548298	0.0	1360000	0.37383	0.0005451864	0.0	3.301578947
chr1	53040000	54560000	1.489383517406961	0.4698934405762312	0.36244131452580935	0.7514588133253309	0.6547291236494596	0.6726714681872743	0.7573548387096778	0.41843130792316857	0.20178419977540574	0.00333333333333333	1520000	0.20348	0.0005325114666666667	0.005	5.021842105
chr1	54600000	55200000	1.1191400213523135	0.624134553915277	2.7114276174582765	0.8823259858793341	1.5866771623876763	0.9855197586649562	0.9776726572528888	2.8728715622593137	1.4527852961531502	0.0	600000	0.57819	0.0009309525666666667	0.0	87.44866667
chr1	55240000	55840000	0.6067520934033843	0.7464375775913714	0.5694864547633299	0.7586554487717204	0.6783088622300049	0.6843750928699822	0.8020263630916719	0.3968415206710598	0.19797556798275512	1.52	600000	0.14583	0.002228573266666667	1.5	1.04
chr1	55880000	57360000	0.4411265973729288	1.918050475874544	1.1911359475271424	0.7789685030156823	0.6623620799543111	0.7612049638118211	0.8431664656212304	1.7880795826296747	0.8798212138854071	0.0	1480000	-0.11675	0.0010975962	0.0	0.5941666667
chr1	57400000	58400000	0.3992455066747568	5.984526585000002	2.3090838456249974	0.8388732712500007	0.6810516608009701	0.9107338824999996	0.8664793689320379	2.8851284518750013	0.8689061402921616	79.15777777777777	1000000	0.44562	0.000843575	68.31833333333334	13.92416667
chr1	58440000	59200000	0.38429707777777744	5.885890640123462	1.7739783518518488	0.7951150450617289	0.3625655885575166	0.8483775703703718	0.8598592592592595	2.3841333228395154	0.29527106462008845	30.950000000000003	760000	0.72041	0.0012765855333333334	37.63666666666667	12.68785714
chr1	59240000	59680000	0.3563372524509804	7.086535012242268	3.060553408505156	1.0011095792525793	0.8809468223039222	0.9464530657216492	1.0056997422680398	5.0461528666237125	1.7264302472622284	72.23400000000001	440000	1.04597	0.0018874888333333334	330.315	22.00388889
chr1	59720000	60960000	0.5876342130764725	0.7883655740963841	1.3351441174698793	0.7088355036144581	0.6749066614127257	0.8058413265060241	0.9478843373493976	0.6364335518072276	0.6600293993586961	0.0	1240000	0.76198	0.0003397878666666667	0.0	6.41547619
chr1	61000000	63120000	0.6902017736506085	4.270679298822071	3.09345603843769	0.8511730905145699	0.6914628653511319	0.9146451977681336	0.8491915685058902	1.337985673899564	1.9690140894362065	27.141111111111126	2120000	0.14275	0.0003083585333333333	23.94	1.151538462
chr1	63160000	64640000	1.1676195884955731	3.6666823735777454	1.7766264664981002	0.8883746618204809	0.9273317665832286	0.9454715707133936	1.1990442477876109	4.920905503792682	0.19525275942945408	276.01407407407373	1480000	0.65686	0.0004753069000000001	756.5183333333334	146.6203125
chr1	64680000	65200000	0.32364103906249986	2.89490744170673	1.1007821228070185	0.7835565856019366	0.4488878892921952	0.8900206478365386	1.0530998185117966	2.036375364186329	1.683129406011339	18.509999999999998	520000	0.68856	0.0016890951	18.2275	24.6575
chr1	65240000	67040000	0.5333109567791586	2.826995332749557	0.2848108435493278	0.7157645534150611	0.8899001699230317	0.6663548231173377	0.7148952042628766	0.3467202054874487	1.1118639888867392	6.0	1800000	-0.09979	0.00044374886666666654	5.1	3.908421053
chr1	67080000	69160000	0.5023380800256069	0.2657593796414854	0.1272285653008964	0.5363223194622276	0.4630604475032007	0.6075646069142118	0.4854199743918056	0.2164659916773363	0.8121813216359186	0.0	2080000	-0.40176	5.83507e-05	0.0	0.15
chr1	69200000	69720000	1.1983578139000588	0.3204876542217129	0.20595900402067707	0.5545020034462946	0.3402189178632972	0.5181689971280874	0.5285582998276857	0.31584119471568034	0.15284665740117664	0.0	520000	-0.39151	0.0038017940666666664	0.0	0.285
chr1	69760000	71040000	0.4316211143661964	3.332023752433084	0.9722849282238458	0.7172301812652064	0.5329554929577461	0.675693570559611	0.730529197080292	0.3958247031630165	0.05393987284048672	0.23666666666666697	1280000	-0.32501	0.0008430532333333334	0.0	1.756666667
chr1	71080000	71520000	0.5245962237942108	1.2477575963855398	1.6225808078982562	0.8156974810289387	0.7880636212218639	0.8585529530546617	0.8428630225080385	1.9903088520749683	0.16724363732525113	67.59666666666669	440000	0.08296	0.003655413566666667	69.435	2.275
chr1	71560000	72200000	1.0119258946031746	8.919144088888887	5.754008850911462	1.0786319667968762	0.39341405403645774	1.341298089843753	1.0927382812499995	5.585518046874997	1.982622841558544	73.91166666666669	640000	0.27721	0.0023872091666666665	75.96000000000001	38.025
chr1	72240000	73880000	1.78340114644351	3.094380525316452	2.973549752531643	0.9472529069620256	1.0877188242677824	1.0967118696202534	0.8389456066945618	1.5750393613924074	0.4091375302279688	10.4611111111111	1640000	0.48388	0.0006240816666666666	12.7775	228.9528571
chr1	73920000	74160000	0.6531781482188278	0.792351290076336	1.6952006119592868	0.8669579204834614	1.9575364020356216	0.9792954195888772	0.9895392986698922	0.8372492684478352	0.5753984623112083	0.0	240000	0.78246	0.0057225709000000005	0.0	1.625
chr1	74200000	74400000	0.4427374832384564	1.4786968747628058	1.8396191954459131	0.8715125711574953	1.3466820493358622	0.9575511726755219	0.9152021857923498	2.535796096539168	0.09409498983508953	55.048888888889	200000	1.20360	0.007002850666666667	157.15	34.65545455
chr1	74440000	75600000	0.6089870922029694	4.813554852852851	1.6025401949257394	0.7818628929455453	1.251838516089108	1.012384022277229	1.0576936936936931	0.6618924065594052	2.151032379509782	0.0	1160000	1.22730	0.0002293888666666667	0.0	10.58806122
chr1	75640000	77920000	1.5166916871473348	0.5248071097178697	1.3328651592476504	0.7602362664576803	1.3254382062695942	1.1205331322884031	1.026880250783698	0.6994372163009395	0.18945089220417904	0.0	2280000	0.02459	0.0008387814333333333	0.0	4.603333333
chr1	77960000	78440000	0.6454838353884079	5.6417256347305464	0.9287188209580856	0.7035599538922154	1.7498733168927252	0.7491694922155695	0.8961381011097403	0.4759709550898197	1.1434227018965364	0.24666666666666698	480000	0.15364	0.0038127261	0.0	21.28375
chr1	78480000	79720000	1.0443669320732432	1.7905227927191676	1.0582867371529838	0.5959379102185473	1.0452459072652105	0.6612431872213964	0.6126820208023778	2.60863879090373	1.1520917031835731	30.69555555555557	1240000	-0.06661	0.0012855184666666667	28.18166666666666	11.16318182
